Date,Index_Name,Country,Open,High,Low,Close,Volume,Daily_Change_Percent
2020-03-02,FTSE 100,UK,8973.97,9062.68,8551.14,8729.28,7698541,-2.73
2020-05-08,Dow Jones,USA,3816.31,4151.72,3586.77,4000.75,4932613,4.83
2022-11-29,FTSE 100,UK,9019.45,9093.83,8692.54,8701.3,37767356,-3.53
2021-12-31,FTSE 100,UK,38187.49,38640.87,38115.22,38422.87,21792704,0.62
2021-11-25,Hang Seng,Hong Kong,16978.02,17444.22,16705.44,17330.6,35671578,2.08
2021-09-07,SSE Composite,China,29655.83,30135.4,29440.44,30034.82,28358376,1.28
2023-12-23,Hang Seng,Hong Kong,2872.69,3060.39,2749.79,2990.22,42736748,4.09
2023-11-29,FTSE 100,UK,39474.06,40138.79,39409.61,39941.37,5000074,1.18
2023-11-08,CAC 40,France,34558.85,34598.1,34409.81,34434.58,47238734,-0.36
2023-07-05,CAC 40,France,32645.17,32688.52,32285.82,32316.24,46112614,-1.01
2024-02-09,Hang Seng,Hong Kong,1131.84,1135.52,901.2,1010.6,32279985,-10.71
2022-12-23,S&P 500,USA,28310.21,28856.67,28258.23,28673.78,47360606,1.28
2022-01-11,Nikkei 225,Japan,13986.45,14715.77,13885.82,14419.95,19715473,3.1
2022-09-13,NASDAQ Composite,USA,3042.54,3285.25,2785.24,3025.93,31675516,-0.55
2022-06-18,FTSE 100,UK,16041.32,16315.69,15790.33,15889.17,44510370,-0.95
2024-01-17,CAC 40,France,34145.78,34287.06,33986.79,34094.78,47306058,-0.15
2024-04-27,Dow Jones,USA,22941.23,23310.55,22798.32,23056.22,21321568,0.5
2023-03-31,S&P 500,USA,19683.23,19773.58,19368.84,19502.66,27517224,-0.92
2022-10-04,SSE Composite,China,34818.79,34820.2,34472.05,34725.52,24719088,-0.27
2024-11-28,CAC 40,France,22689.63,22954.97,22601.64,22722.84,47704983,0.15
2020-12-12,Nikkei 225,Japan,14186.33,14684.53,14037.0,14654.08,27511967,3.3
2024-08-25,KSE 100,Pakistan,35355.84,35553.29,35114.67,35202.76,19663719,-0.43
2021-01-27,NASDAQ Composite,USA,20322.62,20917.98,20310.72,20735.37,19386596,2.03
2022-07-28,Nikkei 225,Japan,19572.61,19827.09,19550.47,19643.7,31263771,0.36
2024-05-30,FTSE 100,UK,2433.18,2540.69,2075.5,2130.34,43779038,-12.45
2021-09-21,Dow Jones,USA,5393.47,5444.17,5349.3,5361.73,44814135,-0.59
2021-03-09,CAC 40,France,2565.02,2889.79,2454.4,2674.6,42498459,4.27
2021-09-04,Hang Seng,Hong Kong,31828.62,31878.36,31677.94,31771.91,40748054,-0.18
2020-02-21,FTSE 100,UK,6481.57,6489.83,6315.52,6467.16,47782538,-0.22
2023-05-05,Nikkei 225,Japan,26512.16,26596.62,26018.11,26086.51,1533601,-1.61
2022-10-18,DAX,Germany,17895.7,18315.01,17723.66,18059.71,16297929,0.92
2022-01-17,KSE 100,Pakistan,15088.21,15386.93,14591.28,14826.26,3757692,-1.74
2024-06-22,SSE Composite,China,31329.46,31343.87,30872.8,30913.69,7721881,-1.33
2022-04-15,Dow Jones,USA,2069.54,2627.33,1959.08,2501.04,13379657,20.85
2022-06-03,DAX,Germany,30730.36,31268.07,30555.19,31017.3,32090496,0.93
2020-10-28,SSE Composite,China,37591.18,37816.1,37114.04,37135.47,7814780,-1.21
2020-09-26,Dow Jones,USA,11279.35,11508.86,10703.5,10987.87,28774535,-2.58
2021-06-21,KSE 100,Pakistan,5845.34,5926.32,5690.48,5837.79,21661512,-0.13
2021-08-28,CAC 40,France,18722.96,18805.33,18443.8,18510.52,19912264,-1.13
2023-04-23,NASDAQ Composite,USA,1483.59,1634.33,1319.21,1432.12,41149778,-3.47
2021-04-19,Dow Jones,USA,3200.16,3335.52,2836.56,3122.77,30781119,-2.42
2023-11-02,NASDAQ Composite,USA,36269.73,36404.36,36134.36,36311.85,17673987,0.12
2021-12-17,SSE Composite,China,34901.78,35118.15,34396.96,34521.92,40502490,-1.09
2024-01-20,FTSE 100,UK,30196.89,30489.22,30037.19,30291.45,11599663,0.31
2023-02-15,KSE 100,Pakistan,26284.35,26823.95,26176.93,26765.83,41221515,1.83
2023-06-05,Nikkei 225,Japan,4738.59,4953.26,4373.33,4461.56,46804598,-5.85
2020-01-06,NASDAQ Composite,USA,11902.85,12510.66,11616.93,12286.35,12275612,3.22
2023-01-02,Nikkei 225,Japan,29065.52,29514.46,28789.65,29377.1,36524728,1.07
2020-09-23,Nikkei 225,Japan,32857.56,32902.46,32590.19,32658.09,48956029,-0.61
2020-01-10,Dow Jones,USA,4943.78,5154.08,4506.06,4527.89,41201137,-8.41
2024-01-31,CAC 40,France,29124.28,29155.08,28452.64,28745.3,11864060,-1.3
2023-04-20,KSE 100,Pakistan,19295.69,19965.54,19130.91,19676.34,7867346,1.97
2020-06-22,NASDAQ Composite,USA,10348.65,10417.76,10052.96,10221.26,41759705,-1.23
2021-03-08,KSE 100,Pakistan,13857.5,13915.7,13788.45,13889.8,3605574,0.23
2024-06-22,NASDAQ Composite,USA,6577.65,6860.68,6399.55,6717.61,30740422,2.13
2023-06-15,KSE 100,Pakistan,24676.51,25192.53,24415.61,24981.78,40050282,1.24
2023-01-28,CAC 40,France,2352.27,2461.63,1877.69,1958.31,42460035,-16.75
2020-08-19,SSE Composite,China,19534.61,20030.63,19274.03,19889.22,45353138,1.82
2024-05-29,Hang Seng,Hong Kong,12052.25,12133.53,11914.45,12057.51,4389196,0.04
2022-12-15,CAC 40,France,7959.0,8134.13,7680.31,7951.62,49977461,-0.09
2024-09-01,Nikkei 225,Japan,31735.08,32413.04,31621.86,32123.8,43111409,1.22
2024-11-25,S&P 500,USA,12492.41,12704.08,11971.54,12103.25,38229662,-3.12
2024-03-30,NASDAQ Composite,USA,25797.13,26346.95,25587.66,26171.62,12621101,1.45
2022-12-27,Hang Seng,Hong Kong,22360.58,23059.89,22243.75,22785.05,49325881,1.9
2023-07-06,NASDAQ Composite,USA,3410.72,3624.08,3338.51,3469.89,25415208,1.73
2020-05-25,NASDAQ Composite,USA,17618.77,17850.76,17536.45,17671.09,41392595,0.3
2021-06-18,S&P 500,USA,21106.99,21298.08,21090.76,21277.92,36831922,0.81
2020-12-12,CAC 40,France,21164.89,21448.49,20667.48,20710.61,12881497,-2.15
2023-01-01,S&P 500,USA,31979.64,32134.45,31453.11,31666.91,13561519,-0.98
2023-06-18,DAX,Germany,19651.23,19808.79,19305.68,19567.54,36298836,-0.43
2022-07-20,CAC 40,France,39309.54,39365.34,39179.32,39285.62,10098986,-0.06
2023-01-09,Nikkei 225,Japan,23511.74,23774.56,22984.37,23231.88,40934989,-1.19
2021-06-19,NASDAQ Composite,USA,8790.3,9145.28,8490.76,9011.55,9693096,2.52
2020-10-06,Nikkei 225,Japan,31152.8,31267.27,30588.4,30740.4,14408660,-1.32
2021-01-21,KSE 100,Pakistan,36630.71,36872.75,36482.46,36591.41,24375109,-0.11
2023-08-20,DAX,Germany,4670.34,4742.3,4409.69,4570.25,37019234,-2.14
2020-07-13,FTSE 100,UK,14180.83,14280.07,13924.19,14150.67,6276473,-0.21
2022-07-26,Dow Jones,USA,23164.7,23892.67,23037.7,23595.56,28096476,1.86
2020-09-16,FTSE 100,UK,18700.28,19087.43,18602.01,18795.25,6449826,0.51
2022-09-03,NASDAQ Composite,USA,8293.07,8580.58,7817.9,7826.15,9813459,-5.63
2024-03-25,SSE Composite,China,2390.32,2687.89,2322.05,2638.9,4909556,10.4
2024-03-20,S&P 500,USA,25936.61,26435.74,25853.66,26195.89,44198799,1.0
2021-10-25,Nikkei 225,Japan,2877.37,3331.02,2659.93,3164.34,5603252,9.97
2022-01-27,NASDAQ Composite,USA,26647.79,26690.86,26180.39,26262.1,2055222,-1.45
2021-03-28,DAX,Germany,22906.04,23271.85,22644.52,23214.75,33424243,1.35
2024-12-11,KSE 100,Pakistan,21064.95,21316.44,20974.82,21155.17,33642458,0.43
2021-06-14,Nikkei 225,Japan,34456.38,34457.36,33899.33,33983.7,34286174,-1.37
2022-12-15,Dow Jones,USA,39471.88,39479.43,39256.22,39381.94,18084673,-0.23
2021-03-28,S&P 500,USA,13662.09,13726.79,13359.57,13619.41,35468497,-0.31
2024-03-26,KSE 100,Pakistan,33985.02,34368.56,33735.54,34145.04,24341001,0.47
2020-10-26,Dow Jones,USA,11435.29,11541.71,10999.69,11007.85,28094769,-3.74
2021-08-28,S&P 500,USA,32154.35,32520.69,32120.73,32413.3,14175081,0.81
2024-12-25,FTSE 100,UK,27921.52,28348.26,27878.26,28232.39,26215571,1.11
2021-05-29,Nikkei 225,Japan,35865.09,36001.5,35352.76,35481.36,36745222,-1.07
2020-05-31,NASDAQ Composite,USA,35625.68,35792.45,35459.61,35580.8,31031192,-0.13
2022-06-26,FTSE 100,UK,37825.87,38316.14,37607.04,38311.57,32455547,1.28
2021-07-17,Hang Seng,Hong Kong,1983.26,2193.93,1387.06,1548.73,44645105,-21.91
2023-05-01,KSE 100,Pakistan,2981.62,3504.05,2841.52,3430.15,7451791,15.04
2022-06-10,CAC 40,France,31944.03,32232.66,31804.84,32134.9,14234504,0.6
2024-04-05,Hang Seng,Hong Kong,33266.23,33605.88,33061.77,33485.84,43942442,0.66
2023-10-13,Hang Seng,Hong Kong,25100.68,25324.32,24886.18,24959.03,23900063,-0.56
2020-05-31,FTSE 100,UK,18552.03,18668.45,18317.15,18389.84,12249737,-0.87
2023-11-23,KSE 100,Pakistan,7676.1,7965.56,6963.6,7249.03,28849384,-5.56
2023-04-27,FTSE 100,UK,8846.67,9106.19,8562.6,8850.45,15194333,0.04
2024-01-04,NASDAQ Composite,USA,28976.58,29086.88,28538.33,28713.42,15996746,-0.91
2020-09-16,DAX,Germany,14559.2,15004.44,14528.42,14822.05,37449346,1.81
2024-01-13,Hang Seng,Hong Kong,33665.17,33768.52,33245.02,33247.42,23525270,-1.24
2020-02-27,FTSE 100,UK,11400.33,11888.48,11387.84,11625.19,31161753,1.97
2020-03-25,FTSE 100,UK,37981.81,38061.16,37702.44,37786.41,20708747,-0.51
2023-03-09,Hang Seng,Hong Kong,23729.13,24097.73,23546.38,24052.68,29173857,1.36
2021-03-31,DAX,Germany,36480.28,36644.9,35946.24,35993.84,7504465,-1.33
2022-01-31,Nikkei 225,Japan,7784.72,8256.74,7682.23,8092.97,25400969,3.96
2024-06-27,DAX,Germany,11557.3,11693.25,11185.68,11390.04,29502204,-1.45
2023-09-11,Hang Seng,Hong Kong,11593.65,11924.64,11558.73,11896.9,43772696,2.62
2024-02-18,Dow Jones,USA,34694.2,35300.13,34677.32,35086.42,46150045,1.13
2021-06-23,DAX,Germany,18194.33,18388.83,17913.29,18054.33,45382727,-0.77
2021-10-30,Dow Jones,USA,2975.11,2983.12,2592.31,2863.56,20411825,-3.75
2022-02-11,FTSE 100,UK,16280.9,16316.8,15946.71,16228.07,25628904,-0.32
2023-12-10,NASDAQ Composite,USA,2489.12,2530.61,2112.27,2269.31,35292301,-8.83
2020-01-07,SSE Composite,China,10351.71,10406.57,9665.2,9945.58,8474447,-3.92
2023-06-15,CAC 40,France,20587.91,20592.83,20578.83,20590.19,37134542,0.01
2022-04-19,S&P 500,USA,21361.95,21971.0,21298.38,21775.9,37759117,1.94
2023-04-13,DAX,Germany,11649.25,12369.07,11503.63,12142.84,14436383,4.24
2021-10-24,NASDAQ Composite,USA,4453.62,4524.13,3878.8,3978.71,7566034,-10.66
2024-11-01,DAX,Germany,30760.85,30910.36,30338.33,30402.39,4172868,-1.17
2024-05-24,DAX,Germany,19408.31,19870.19,19168.04,19795.9,38732668,2.0
2020-05-16,S&P 500,USA,38768.35,38946.36,38484.84,38808.9,8451062,0.1
2022-06-19,DAX,Germany,28417.35,28662.92,28133.74,28316.41,44965123,-0.36
2021-07-23,NASDAQ Composite,USA,35311.13,35435.22,35145.12,35236.38,9324878,-0.21
2021-12-05,SSE Composite,China,17188.5,17381.19,17075.09,17303.4,21696812,0.67
2021-11-08,SSE Composite,China,37103.04,37357.65,36648.93,36774.4,20866653,-0.89
2023-01-29,SSE Composite,China,3936.53,4187.53,3845.78,3945.56,38307173,0.23
2023-08-14,NASDAQ Composite,USA,12788.05,13049.11,12738.42,13019.15,26966357,1.81
2023-08-14,Hang Seng,Hong Kong,37911.84,38117.01,37767.09,38041.1,26323878,0.34
2022-08-11,KSE 100,Pakistan,34007.39,34687.42,33713.28,34446.89,23645425,1.29
2023-12-15,Dow Jones,USA,23573.99,23855.21,23115.94,23250.58,44752418,-1.37
2021-03-10,NASDAQ Composite,USA,36048.24,36133.97,35755.48,35792.2,40166216,-0.71
2020-10-28,CAC 40,France,32862.35,33111.19,32292.03,32472.85,47322869,-1.19
2021-12-28,Hang Seng,Hong Kong,37823.94,37994.03,37470.88,37736.46,39246673,-0.23
2024-05-16,Nikkei 225,Japan,14182.85,14668.17,14129.0,14570.34,9317503,2.73
2021-02-11,Hang Seng,Hong Kong,29127.62,29332.29,28830.27,29282.75,46008333,0.53
2024-05-02,NASDAQ Composite,USA,33590.81,34190.68,33583.3,33980.3,15844013,1.16
2023-06-29,NASDAQ Composite,USA,18172.96,18845.61,17909.39,18548.79,43729547,2.07
2021-04-21,SSE Composite,China,23037.01,23302.81,23031.93,23152.14,41681146,0.5
2024-04-23,CAC 40,France,13637.8,13847.12,13023.87,13322.83,30328805,-2.31
2020-07-30,Hang Seng,Hong Kong,30182.8,30767.53,30010.81,30476.86,7416153,0.97
2023-12-11,SSE Composite,China,39107.4,39127.5,38977.88,39065.82,36796094,-0.11
2022-09-15,FTSE 100,UK,5488.7,5553.66,5258.06,5541.96,10863222,0.97
2022-12-21,FTSE 100,UK,16436.96,16738.98,16241.2,16717.43,3204953,1.71
2024-01-21,NASDAQ Composite,USA,18201.2,18862.64,18193.78,18596.88,48074392,2.17
2023-11-27,Hang Seng,Hong Kong,27818.18,27970.95,27550.92,27805.02,29759577,-0.05
2023-10-26,NASDAQ Composite,USA,23443.59,23987.54,23359.67,23767.15,30375602,1.38
2023-10-14,DAX,Germany,19589.29,19755.12,19583.54,19608.22,22579186,0.1
2023-07-14,SSE Composite,China,1841.8,2075.47,1731.51,1859.23,39584569,0.95
2023-03-24,Hang Seng,Hong Kong,36507.31,36794.85,36305.67,36546.65,42055689,0.11
2023-07-16,KSE 100,Pakistan,9846.15,9911.08,9745.22,9820.08,21034627,-0.26
2020-05-28,Hang Seng,Hong Kong,18381.98,18552.78,17816.51,17931.33,31877053,-2.45
2024-07-30,NASDAQ Composite,USA,7588.27,7829.32,7522.13,7646.05,45297858,0.76
2024-10-28,FTSE 100,UK,14328.22,14714.55,14056.4,14555.59,17131619,1.59
2024-08-27,SSE Composite,China,27416.31,27875.41,27239.13,27843.09,4995991,1.56
2024-04-09,Dow Jones,USA,16813.56,16823.99,16242.6,16449.43,29268199,-2.17
2023-10-22,CAC 40,France,35603.83,36044.98,35380.33,35934.71,30140672,0.93
2024-03-31,NASDAQ Composite,USA,39692.74,39761.8,39175.0,39238.06,21320285,-1.15
2021-11-06,KSE 100,Pakistan,18484.25,18502.39,17965.68,18001.37,2001021,-2.61
2021-05-28,Nikkei 225,Japan,3263.16,3550.49,3120.3,3248.34,12711060,-0.45
2022-02-12,Dow Jones,USA,11075.95,11240.25,10656.97,10955.38,25437926,-1.09
2024-09-20,Nikkei 225,Japan,9539.77,9540.62,8923.11,9107.09,33645132,-4.54
2024-10-15,DAX,Germany,20924.58,21049.12,20540.52,20833.79,35427839,-0.43
2024-07-31,KSE 100,Pakistan,8172.36,8262.14,7543.12,7800.81,46810775,-4.55
2024-04-17,Hang Seng,Hong Kong,11546.31,11793.42,11425.1,11492.37,47012056,-0.47
2023-05-29,NASDAQ Composite,USA,28616.77,28885.56,28566.18,28688.24,19505046,0.25
2023-09-17,DAX,Germany,20548.15,20998.75,20290.75,20832.75,40303045,1.39
2020-07-22,DAX,Germany,11767.36,11843.61,11337.61,11484.81,7909286,-2.4
2020-11-02,Hang Seng,Hong Kong,32570.44,32993.33,32559.17,32855.86,34850375,0.88
2021-07-01,Dow Jones,USA,19135.26,19636.8,19077.09,19425.58,45269366,1.52
2022-03-15,S&P 500,USA,20487.17,20559.56,19856.62,20070.34,20284179,-2.03
2021-10-29,DAX,Germany,11952.51,12136.85,11598.87,11662.43,35525079,-2.43
2021-09-02,KSE 100,Pakistan,25549.39,25557.51,25378.14,25413.09,39130163,-0.53
2023-03-21,S&P 500,USA,8079.84,8255.38,7717.83,7839.0,28931380,-2.98
2021-09-29,Hang Seng,Hong Kong,14105.66,14326.76,13538.33,13770.1,49462047,-2.38
2023-01-28,NASDAQ Composite,USA,9100.34,9185.63,9025.85,9145.71,3323731,0.5
2023-07-28,NASDAQ Composite,USA,12485.16,12680.49,12188.44,12629.29,17397112,1.15
2020-04-14,NASDAQ Composite,USA,23011.42,23620.33,22853.6,23444.38,40989821,1.88
2022-06-03,CAC 40,France,4450.46,4917.71,4151.53,4662.45,45399076,4.76
2023-12-09,Nikkei 225,Japan,39414.8,39441.62,38781.64,38931.44,41983616,-1.23
2024-07-11,S&P 500,USA,30374.15,30730.69,30319.89,30555.52,34368129,0.6
2020-05-21,FTSE 100,UK,19514.12,19759.7,19002.64,19272.52,3931659,-1.24
2020-01-12,Nikkei 225,Japan,37845.86,38269.72,37710.7,38195.51,18864557,0.92
2022-01-31,Hang Seng,Hong Kong,29853.53,29993.35,29688.69,29707.96,15347508,-0.49
2021-03-01,S&P 500,USA,33346.77,33795.95,33309.42,33740.13,16182909,1.18
2020-01-24,S&P 500,USA,35483.76,35855.68,35187.0,35584.56,39559430,0.28
2021-03-16,Nikkei 225,Japan,18057.16,18206.74,17763.77,18029.0,44715416,-0.16
2022-02-18,Nikkei 225,Japan,10647.6,10804.92,10625.96,10765.05,17757053,1.1
2023-11-26,SSE Composite,China,5476.57,5572.07,5468.53,5547.08,16080447,1.29
2020-10-01,DAX,Germany,38875.8,39324.93,38588.76,39162.1,39955828,0.74
2022-03-16,KSE 100,Pakistan,8066.59,8463.57,7866.81,8414.75,44812144,4.32
2024-04-11,CAC 40,France,37485.7,37625.4,37036.51,37069.55,37876842,-1.11
2021-08-04,FTSE 100,UK,3883.94,4486.91,3865.55,4187.71,47605867,7.82
2023-02-11,S&P 500,USA,30459.5,30687.11,29696.05,29963.42,22131767,-1.63
2024-09-23,S&P 500,USA,37175.79,37654.77,37051.82,37603.59,33755063,1.15
2020-06-24,SSE Composite,China,15312.93,15519.52,14625.46,14919.05,34734548,-2.57
2023-02-18,FTSE 100,UK,31836.39,31840.86,31595.8,31700.6,32957133,-0.43
2022-12-20,Dow Jones,USA,8407.36,8483.36,8033.19,8083.01,33762806,-3.86
2020-09-27,FTSE 100,UK,33865.1,34079.51,33479.07,33649.42,36599913,-0.64
2021-01-03,S&P 500,USA,37005.81,37393.68,36964.87,37102.19,25932710,0.26
2024-04-23,FTSE 100,UK,28631.04,28895.77,27988.25,28184.17,17391624,-1.56
2021-03-27,Nikkei 225,Japan,32439.77,32708.24,31999.19,32054.78,35151441,-1.19
2020-12-25,SSE Composite,China,13086.19,13334.41,12815.25,13327.0,36663305,1.84
2022-02-11,SSE Composite,China,16049.7,16801.53,15991.25,16531.62,22999564,3.0
2023-01-19,CAC 40,France,12171.84,12401.5,11722.77,11841.34,16600636,-2.72
2022-10-27,S&P 500,USA,24866.98,24995.7,24154.0,24367.54,31725501,-2.01
2021-09-19,SSE Composite,China,3852.45,4006.46,3743.71,3763.24,43357521,-2.32
2022-11-26,Nikkei 225,Japan,37078.53,37341.52,36890.42,36982.44,15455119,-0.26
2022-01-21,S&P 500,USA,9282.4,9354.98,8865.96,8913.31,33969230,-3.98
2024-06-13,DAX,Germany,7413.26,7799.11,7148.28,7769.69,29932828,4.81
2022-03-07,S&P 500,USA,21566.98,21810.19,20987.8,21196.53,4634606,-1.72
2021-09-23,KSE 100,Pakistan,25216.5,25813.51,25025.19,25640.86,10610257,1.68
2023-10-01,Hang Seng,Hong Kong,19687.24,20024.85,19455.79,19971.29,14392044,1.44
2022-01-08,FTSE 100,UK,24823.31,25222.31,24663.6,25011.43,24763083,0.76
2023-04-28,Nikkei 225,Japan,37262.74,37561.89,37044.8,37070.61,44607491,-0.52
2023-06-21,Nikkei 225,Japan,5732.02,6049.42,5607.71,5765.83,23516560,0.59
2021-05-25,NASDAQ Composite,USA,11105.29,11385.7,10992.74,11293.48,29277780,1.69
2022-08-14,FTSE 100,UK,32894.69,33485.57,32806.62,33274.6,14717667,1.15
2021-09-29,CAC 40,France,16905.4,16943.44,16755.08,16851.36,44875132,-0.32
2022-02-11,S&P 500,USA,10619.59,10999.29,10452.53,10730.44,1919130,1.04
2021-10-11,NASDAQ Composite,USA,32937.19,33042.47,32826.39,33035.87,44235652,0.3
2023-01-26,KSE 100,Pakistan,4027.63,4314.91,3659.95,3771.12,12427618,-6.37
2023-09-30,S&P 500,USA,33641.96,33743.1,33001.37,33204.17,41107921,-1.3
2020-06-27,S&P 500,USA,34810.7,35314.77,34662.21,35057.44,26474534,0.71
2024-11-03,Hang Seng,Hong Kong,14731.23,14937.13,14513.48,14835.54,4949213,0.71
2024-03-29,SSE Composite,China,10263.16,10709.82,10173.73,10667.36,7069806,3.94
2022-04-25,Dow Jones,USA,16288.7,16539.11,16000.8,16504.04,49441593,1.32
2021-01-17,Dow Jones,USA,6787.99,6999.17,6526.36,6967.7,5447411,2.65
2021-01-14,Hang Seng,Hong Kong,8437.24,8930.42,8406.43,8852.86,7891068,4.93
2023-05-14,DAX,Germany,3018.6,3135.43,2775.25,3027.34,39040620,0.29
2021-08-11,DAX,Germany,38081.6,38506.55,37961.24,38424.02,11399497,0.9
2023-07-25,DAX,Germany,8540.65,8854.28,8503.42,8796.28,44722199,2.99
2024-05-10,SSE Composite,China,29758.1,29829.07,29274.28,29506.53,23108848,-0.85
2023-02-11,Hang Seng,Hong Kong,4589.43,4850.19,4179.33,4476.12,42000170,-2.47
2022-12-27,S&P 500,USA,10963.57,11004.83,10405.7,10551.59,10429734,-3.76
2023-03-30,NASDAQ Composite,USA,24288.36,24483.8,23903.07,23959.74,22968225,-1.35
2024-09-30,FTSE 100,UK,32674.27,32706.67,32243.77,32334.14,9797881,-1.04
2020-12-14,S&P 500,USA,26224.22,26903.79,26213.49,26717.01,8168200,1.88
2020-07-24,Hang Seng,Hong Kong,38905.06,39467.24,38817.91,39255.32,39323993,0.9
2021-05-19,Nikkei 225,Japan,8587.07,8854.42,8256.27,8317.69,19213529,-3.14
2022-10-24,Dow Jones,USA,28851.66,28963.46,28365.77,28526.16,21667045,-1.13
2023-11-23,FTSE 100,UK,30867.09,31128.86,30824.19,30926.76,16393059,0.19
2021-01-18,SSE Composite,China,38179.56,38271.07,37779.54,37790.3,36485902,-1.02
2022-08-04,KSE 100,Pakistan,1172.25,1373.71,738.96,940.93,19384458,-19.73
2020-08-18,Nikkei 225,Japan,1226.35,1451.02,789.06,1027.3,41634413,-16.23
2021-09-27,NASDAQ Composite,USA,21353.35,21553.72,20898.41,21062.95,30869317,-1.36
2024-12-19,Nikkei 225,Japan,28816.49,28935.53,28706.37,28918.97,48725859,0.36
2023-04-17,FTSE 100,UK,5983.1,6542.2,5902.68,6385.03,34438650,6.72
2021-09-06,SSE Composite,China,27146.92,27358.46,27103.84,27291.96,43426808,0.53
2023-11-28,SSE Composite,China,11582.27,11817.42,10872.89,11139.36,13173152,-3.82
2023-12-12,CAC 40,France,14032.9,14129.96,13681.58,13738.44,10678080,-2.1
2024-09-06,DAX,Germany,27266.1,27740.42,26970.85,27571.39,31790054,1.12
2024-01-10,Dow Jones,USA,25951.17,26331.61,25846.8,26145.67,8300249,0.75
2023-07-25,NASDAQ Composite,USA,36451.67,36522.05,36135.1,36429.58,10219551,-0.06
2024-10-17,FTSE 100,UK,31532.61,32052.16,31526.1,31900.59,22086872,1.17
2022-02-01,SSE Composite,China,1217.76,1673.8,1067.23,1588.37,8566024,30.43
2023-04-09,NASDAQ Composite,USA,10245.53,10425.95,10220.95,10380.53,10039131,1.32
2023-06-24,SSE Composite,China,21140.36,21197.64,20669.57,20889.63,15937916,-1.19
2022-05-31,DAX,Germany,10482.29,10991.32,10221.19,10913.47,44737310,4.11
2024-01-01,SSE Composite,China,15689.85,16064.29,15579.67,15986.31,35348196,1.89
2024-02-29,DAX,Germany,18679.19,18781.36,18349.24,18598.8,10618015,-0.43
2022-10-19,FTSE 100,UK,17361.08,17560.68,16885.82,17135.76,45214528,-1.3
2020-10-25,Nikkei 225,Japan,3916.55,4556.18,3815.9,4333.72,16306328,10.65
2024-08-07,NASDAQ Composite,USA,34220.0,34464.23,33618.97,33897.46,19507304,-0.94
2024-05-20,FTSE 100,UK,1073.49,1694.07,863.37,1533.47,28260853,42.85
2020-10-08,Hang Seng,Hong Kong,4863.2,4878.58,4563.3,4682.0,5719902,-3.73
2020-07-23,DAX,Germany,14270.72,14658.86,14121.87,14391.56,38127690,0.85
2023-01-25,S&P 500,USA,30069.87,30334.35,29565.98,29611.85,43695273,-1.52
2024-06-11,S&P 500,USA,37067.63,37475.8,36937.99,37368.39,23752357,0.81
2021-05-07,FTSE 100,UK,33307.53,33564.23,33013.15,33260.21,12791925,-0.14
2021-04-27,DAX,Germany,32923.46,33332.23,32749.51,33149.28,15086512,0.69
2022-10-24,Hang Seng,Hong Kong,19717.03,19856.22,19356.64,19359.36,22672778,-1.81
2024-11-11,FTSE 100,UK,13535.83,13971.09,13324.16,13787.79,17190377,1.86
2020-08-22,CAC 40,France,29865.83,30147.08,29592.96,29813.96,21614043,-0.17
2022-10-23,Dow Jones,USA,4263.3,4714.03,4215.75,4568.09,29238937,7.15
2024-12-28,Hang Seng,Hong Kong,24810.61,25153.17,24544.99,24968.22,8272088,0.64
2024-02-26,DAX,Germany,7439.94,7629.85,7036.82,7094.23,40477084,-4.65
2022-05-19,DAX,Germany,15691.5,15701.6,15600.03,15674.27,4032263,-0.11
2022-12-03,DAX,Germany,13366.57,13586.02,13057.84,13222.86,9883367,-1.08
2023-08-17,SSE Composite,China,4115.83,4405.91,3485.43,3683.57,27229722,-10.5
2023-10-23,DAX,Germany,28905.54,29279.64,28635.9,29160.94,19402764,0.88
2020-05-21,Nikkei 225,Japan,13025.73,13624.5,12951.39,13395.27,22864581,2.84
2020-02-19,KSE 100,Pakistan,30244.18,30438.01,29962.92,30156.86,22227468,-0.29
2020-03-07,SSE Composite,China,25054.56,25518.82,24898.13,25297.44,26592498,0.97
2021-09-07,CAC 40,France,26433.54,26521.03,25735.54,25978.37,20840879,-1.72
2020-10-30,FTSE 100,UK,10088.29,10778.32,10082.83,10518.09,16324902,4.26
2024-03-03,DAX,Germany,37242.24,37498.37,36778.5,36877.6,30158553,-0.98
2024-03-23,Nikkei 225,Japan,22616.95,22619.58,22101.93,22124.28,4077117,-2.18
2023-10-31,S&P 500,USA,17875.59,18391.67,17772.77,18254.26,21461031,2.12
2022-12-17,Dow Jones,USA,36065.83,36307.46,35775.91,35889.08,38138572,-0.49
2022-06-25,S&P 500,USA,31084.57,31269.35,30550.03,30605.14,30275521,-1.54
2021-07-09,DAX,Germany,7135.6,7441.07,7127.51,7263.41,3282144,1.79
2024-04-05,CAC 40,France,23484.15,23750.57,23326.86,23620.39,32741496,0.58
2021-01-12,Nikkei 225,Japan,21063.41,21138.52,20850.04,21132.9,40811358,0.33
2020-01-31,FTSE 100,UK,38639.63,38925.17,37952.83,38144.57,37693176,-1.28
2023-09-27,NASDAQ Composite,USA,33842.53,33862.77,33491.65,33641.83,12489067,-0.59
2020-06-19,FTSE 100,UK,23871.92,24166.49,23363.8,23633.17,16099691,-1.0
2021-01-18,Nikkei 225,Japan,11279.41,11699.81,11259.1,11540.37,39403471,2.31
